run,epoch,train_loss,critic_loss,actor_loss
movielens1m_mf_20260308_230405,1.0,63.55600357055664,,
kuairec_drr_20260308_201041,,,0.3141183853149414,-0.06504793465137482
movielens1m_mf_20260308_201033,1.0,63.55600357055664,,
movielens1m_ncf_20260308_230408,1.0,0.6775470972061157,,
movielens1m_ncf_20260308_201038,1.0,0.6775470972061157,,
kuairec_drr_20260308_230410,,,0.3141183853149414,-0.06504793465137482
