family,n,mismatch_scale,clip,ips,snips,dr,ips_low,ips_high,snips_low,snips_high,dr_low,dr_high
ope,2500,2.0,0.05,1.0683915952519398,0.4976513111584485,0.509109704140698,1.0377196273093765,1.1036876231798303,0.4855813080142918,0.5095108081170421,0.4975737251461642,0.5216422650869577
ope,2500,2.0,0.1,0.9971888456107577,0.496006934930331,0.509289074718521,0.9676655288456774,1.025651243228359,0.4833300141295114,0.5090863013414209,0.4971777025120905,0.5201991689810946
ope,5000,0.5,1e-06,0.1410694233820309,0.4982826739982749,0.4864184519444318,0.13776991446463957,0.14420590120968194,0.48850830643615656,0.5074471010727003,0.47851830815666946,0.49339907688664547
ope,5000,0.5,0.0001,0.1410694233820309,0.4982826739982749,0.4864184519444318,0.13765954325140767,0.14449588267280683,0.4898870157381626,0.5078585276852938,0.479268718758994,0.49400652586341676
ope,5000,0.5,0.001,0.1410694233820309,0.4982826739982749,0.4864184519444318,0.13764717922429898,0.1444248407851513,0.48970469071156386,0.5074694986973097,0.4786660793105473,0.49433198949587526
ope,5000,0.5,0.01,0.1410671273911857,0.4982875169280761,0.4864184306317542,0.13774252172288032,0.14405473263714924,0.48881151682549834,0.5072067052978544,0.4779343606250733,0.49340390170174553
ope,5000,0.5,0.05,0.1409162140402773,0.49828393357442957,0.4864180813059692,0.1378666204583576,0.14383172972319846,0.48961479375804184,0.5062932447035534,0.47801861665367434,0.49423968360519877
ope,5000,0.5,0.1,0.14009067116398682,0.4982444087434428,0.48641625225075813,0.1363438765592887,0.14349508120248008,0.49011762731927816,0.5081681486730066,0.4785249031705114,0.49496804176917236
ope,5000,1.0,1e-06,0.5031315801770057,0.5031315801770057,0.49620670470577416,0.49519258561950846,0.511076590482691,0.49519258561950846,0.511076590482691,0.487912709646964,0.5052160111182581
ope,5000,1.0,0.0001,0.5031315801770057,0.5031315801770057,0.49620670470577416,0.4943853250099668,0.5113138895690297,0.4943853250099668,0.5113138895690297,0.48741321368099055,0.5056748907404859
ope,5000,1.0,0.001,0.5031315801770057,0.5031315801770057,0.49620670470577416,0.49457543983806523,0.5111875718572035,0.49457543983806523,0.5111875718572035,0.4888196124681714,0.5047031706025289
ope,5000,1.0,0.01,0.5029750676774982,0.5030773608789126,0.4962016121982537,0.4938556895620803,0.5112679956227534,0.4939990550769934,0.5113264130396092,0.4892390986755603,0.5044065048226416
ope,5000,1.0,0.05,0.497808182993168,0.5026619730307673,0.4961837366071828,0.49040221475917245,0.505407714931906,0.49483189630373564,0.5101214540871425,0.4889341449655431,0.5043998171182613
ope,5000,1.0,0.1,0.48333102639702774,0.5031917303717702,0.49605582645200047,0.4755033639731588,0.4911276456075628,0.4946539906638381,0.5115313098448148,0.4878083447092803,0.5041401644088197
ope,5000,2.0,1e-06,1.0932428827084386,0.4970850094046798,0.498522051646223,1.0705609005905954,1.1173972809733954,0.4899210479824622,0.5052339560643996,0.49027416682854336,0.5076169495587726
ope,5000,2.0,0.0001,1.0932428827084386,0.4970850094046798,0.498522051646223,1.0685528999381442,1.1183799532115486,0.48917713440739136,0.5077024372457223,0.49165112720044307,0.5068816932350182
ope,5000,2.0,0.001,1.0932428827084386,0.4970850094046798,0.498522051646223,1.0720576032875937,1.1118553342344646,0.4885226312848975,0.5035477159025884,0.4904104538932382,0.5071979155851218
ope,5000,2.0,0.01,1.0899123700766231,0.4975196202480464,0.4986549350820711,1.068261413274521,1.1144112755248095,0.48954077905623894,0.5061410494606517,0.49008711289257434,0.5074156767506136
ope,5000,2.0,0.05,1.058468792008264,0.4969026328747051,0.4989313421165446,1.0383771132811295,1.0767687173119997,0.4886302957361369,0.5046836990572883,0.4918321776466049,0.5065419528466406
ope,5000,2.0,0.1,0.9988553157064635,0.49714800696313466,0.4991087437073994,0.9798348225754561,1.0184352290042786,0.4878569870946712,0.5053268510492663,0.48967702979680916,0.5060997795360072
